wav	words	duration
Kelantan_002_005_002_036.wav	kak ore rajin aja buwak ore bbena nyo malah malah bbena tapi gak kak ore rajin dok pakso ore maghi la nulun aku nih wak kuweh cek mek	9.04675
Kelantan_002_005_002_037.wav	buleh la panda la jugok sikit-sikit	2.0665625
Kelantan_002_005_002_039.wav	tapi gak jenih malah lah jenih malah jadi ko payoh belako	4.197
Kelantan_002_005_002_041.wav	nih huda lopat tike ore suko	2.5658125
Kelantan_002_005_002_043.wav	hoo ija pahtu pulutnyo wano meroh make nge nise	4.5173125
Kelantan_002_005_002_045.wav	mace sante jolo hok wano ija tuh deh	3.9881875
Kelantan_002_005_002_047.wav	jolo kot sebak ore tok rajin buwak	2.1783125
Kelantan_002_005_002_049.wav	donde	1.337125
Kelantan_002_005_002_051.wav	hoo hoo	1.49975
Kelantan_002_005_002_053.wav	hoo ore ingak lagi maso bule maso bule poso ore suko make onde-onde t	4.2565
Kelantan_002_005_002_055.wav	donde	1.463625
Kelantan_002_005_002_057.wav	donde	1.264875
Kelantan_002_005_002_059.wav	donde nanko pahtu teri mandi	2.54775
Kelantan_002_005_002_060.wav	bule poso banyok bbena deh	2.19575
Kelantan_002_005_002_062.wav	mmm	1.138375
Kelantan_002_005_002_064.wav	manih	0.8673125
Kelantan_002_005_002_065.wav	gak kuweh alik kito manih blako ore la kato bagi ore lain la oyak nyo ore-ore luar la kea	5.8703125
Kelantan_002_005_002_066.wav	arituh ore ingat skalo ore gi nih gapo program anak akat di pehe deh	5.1403125
Kelantan_002_005_002_067.wav	pahtu mok mok akat ore dio tanyo lah ore eh meme ore klate nih suko make kuweh manih-manih ko tanyo ore gitu	7.1086875
Kelantan_002_005_002_069.wav	kuweh cukup manih masok hok lain tak dok la manih senggoti bagi ore sendiri la	5.429875
Kelantan_002_005_002_071.wav	tawa hebe	0.9360625
Kelantan_002_005_002_073.wav	lecah sero	0.968
Kelantan_002_005_002_075.wav	dale kuoh kari	1.2625625
Kelantan_002_005_002_077.wav	tengok dio mesti ce kea sebak set kito kea make kuweh manih-manih kot	4.880125
Kelantan_002_005_002_078.wav	kito bese lagu tuh kot huda	1.73425
Kelantan_002_005_002_080.wav	mmm	1.009375
Kelantan_002_005_002_082.wav	kuweh itik	1.1559375
Kelantan_002_005_002_084.wav	tahi itik ko	1.35125
Kelantan_002_005_002_086.wav	ore sero rajin denga tapi ore tok rajin make kot huda	3.1376875
Kelantan_002_005_002_087.wav	ore rajin denga la	1.494875
Kelantan_002_005_002_089.wav	ni huda	1.30175
Kelantan_002_005_002_090.wav	huda	0.7198125
Kelantan_002_005_002_092.wav	huda	0.8954375
Kelantan_002_005_002_094.wav	maso gapo maso sain ore tune tuh kea	3.0606875
Kelantan_002_005_002_095.wav	pahtu hok jate tuh dio wok maghi lah bendo manih	3.088875
Kelantan_002_005_002_096.wav	dio namo kuih tok tahulah kuih ko gapo tapi ore raso supo kuih gapo dio pangge jarum emah	4.8468125
Kelantan_002_005_002_098.wav	manih kea	1.3641875
Kelantan_002_005_002_100.wav	manih letting po siro gulo	2.1521875
Kelantan_002_005_002_102.wav	ha ha	1.139625
Kelantan_002_005_002_104.wav	manih lah	1.269875
Kelantan_002_005_002_105.wav	ore try make lekak tekok manih dooh nok oyak nyo	3.433625
Kelantan_002_005_002_107.wav	siro gulo ore sero kuweh go tuh	2.2304375
Kelantan_002_005_002_109.wav	meme serupo gulo sunggoh la make tuh sero supo make gulo buke make jarum emah dok make gulo	7.0080625
Kelantan_002_005_002_111.wav	ah pulut pulut gapo doh puluh pa pulut pagi hoo pulut pagi ko huda pangge gapo	5.1771875
Kelantan_002_005_002_113.wav	hoo ado nyo sedak la	2.214125
Kelantan_002_005_002_115.wav	oloh sedaknyo	1.46525
Kelantan_002_005_002_117.wav	ni kalu sero nok tengok kuweh pelik-pelik kea huda kea ni huda gi nuh mano pasa siti khadijoh kota bharu kea	7.624875
Kelantan_002_005_002_118.wav	banyok	1.625
Kelantan_002_005_002_120.wav	tepung	0.7651875
Kelantan_002_005_002_122.wav	tepung boko	1.3191875
Kelantan_002_005_002_123.wav	gano doh kuweh tepung boko	1.901125
Kelantan_002_005_002_125.wav	inti nyo buh nise	2.1231875
Kelantan_002_005_002_127.wav	eh ore rajin dengaore rajin penoh make tapi ore tok baye rupo dio lagu mano ore lupo doh huda saya sudah lupa huda	6.1469375
Kelantan_002_005_002_129.wav	ah ingak doh ingak doh dio buh nyo nise dale	3.4133125
Kelantan_002_005_002_131.wav	hoo sedak	0.9768125
Kelantan_002_005_002_132.wav	ho sedak sedak	1.45125
Kelantan_002_005_002_133.wav	tapi payoh nok jupo sini kuweh gitu	2.605
Kelantan_002_005_002_135.wav	sedak ko dok sedak supo ore klate wak ke dok	2.562875
Kelantan_002_005_002_137.wav	hoo	1.05825
Kelantan_002_005_002_139.wav	hoo pasa tupat ado huda rajin gi pasa tupat ado jugok situ	4.163625
Kelantan_002_005_002_141.wav	hoo	0.862875
Kelantan_002_005_002_143.wav	ore tok rajin gih pulok tereh mugo jaoh nge umo ore situ	3.197125
Kelantan_002_005_002_145.wav	mmm	0.5535625
Kelantan_002_005_002_147.wav	bule poso	1.416375
Kelantan_002_005_002_149.wav	huda nih goni so lagi huda	2.214125
Kelantan_002_005_002_151.wav	nasik krabu	1.0256875
Kelantan_002_005_002_153.wav	sedak	1.2535625
Kelantan_002_005_002_155.wav	mano keda dio	1.7604375
Kelantan_002_005_002_157.wav	hoo hoo hoo rajin rajin rajin	2.3118125
Kelantan_002_005_002_159.wav	ore kato sedak	1.0884375
Kelantan_002_005_002_160.wav	hoo	1.083
Kelantan_002_005_002_162.wav	sedak sedak	0.79675
Kelantan_002_005_002_164.wav	mmm	0.7489375
Kelantan_002_005_002_166.wav	hoo	0.928
Kelantan_002_005_002_168.wav	dok tape hoo	1.6495625
Kelantan_002_005_002_170.wav	sedak nyo huda pulut nge tape	3.054875
Kelantan_002_005_002_173.wav	oh musim panah-panah gak brehi bbena tuh gih beli air abc tuh	4.759125
Kelantan_002_005_002_175.wav	tok hile jugok bbena	1.686125
Kelantan_002_005_002_176.wav	tapi gak nok maso maso panah dok kelip kelip-panas kelip-kelip kelip-kelip	4.0538125
Kelantan_002_005_002_177.wav	caghi caghi air batu mulo-mulo abc mulo-mulo	3.181125
Kelantan_002_005_002_179.wav	nok minum air panah sokmo	1.4686875
Kelantan_002_005_002_181.wav	ubi kayu rebuh huda	2.58175
Kelantan_002_005_002_183.wav	cicoh nge nyo	1.98625
Kelantan_002_005_002_184.wav	tok pun make denge ike kerin	2.7839375
Kelantan_002_005_002_186.wav	buwak air kopi	1.6994375
Kelantan_002_005_002_188.wav	pulut go pulut ike kerin ko pulut duriye	2.8009375
Kelantan_002_005_002_190.wav	pulut ike kerin sedak nyo	2.0898125
Kelantan_002_005_002_192.wav	ike kerin hok kecik-kecik pulop huda	1.9699375
Kelantan_002_005_002_194.wav	meme banyok	1.3554375
Kelantan_002_005_002_195.wav	nok crito tok abih ore sero	2.58175
Kelantan_002_005_002_197.wav	pahtu kito duk jaoh-jaoh pulo ore sebut go tuh nok make go tuh	3.69475
Kelantan_002_005_002_199.wav	padaha sini payoh nok caghikelik kapung baru la buleh caghi	4.0809375
Kelantan_002_005_002_201.wav	nasi dage	1.35125
Kelantan_002_005_002_202.wav	pahtu	1.2139375
Kelantan_002_005_002_204.wav	tape pulut	1.18275
Kelantan_002_005_002_206.wav	sedak	0.68375
Kelantan_002_005_002_207.wav	pahtu gi beli mano	1.3024375
Kelantan_002_005_002_209.wav	mano	0.7651875
Kelantan_002_005_002_211.wav	hoo	1.1070625
Kelantan_002_005_002_213.wav	nge nise	1.2373125
Kelantan_002_005_002_214.wav	nise ore rajin cicoh denge go tuh samba ike	3.1746875
Kelantan_002_005_002_216.wav	tupat tuh tawa	1.807125
Kelantan_002_005_002_218.wav	mmm	0.521
Kelantan_002_005_002_220.wav	hoo dio sero nih huda lemok-lemok kea	2.6369375
Kelantan_002_005_002_221.wav	maso maso ore ore tengok lah mok ore wak tuh	3.54975
Kelantan_002_005_002_222.wav	ah wak tupat tuh dio capur sante dio buboh jugo la gulo bagi raso manih-manih sikit	6.1590625
Kelantan_002_005_002_224.wav	banyok makene kelate tok abih nok bile	3.0281875
Kelantan_002_006_001_002.wav	amra oh amra amra rajin dok tengok go tuh hmm ore main dikir barak	5.8630625
Kelantan_002_006_001_004.wav	nih ade kea dio oyak uhm gapo kalu dikir barak tuh kayo sungguh negri kelate kayo denge seni budayo	10.340125
Kelantan_002_006_001_005.wav	ha	1.6965
Kelantan_002_006_001_006.wav	hoo meme kelate oloh toksoh oyak la tempak menne kalu blako tuh nih gelangge seni gelangge seni	6.9565625
Kelantan_002_006_001_007.wav	ah gelangge seni tuh setiak ari rabu kalu tok silap lah	4.647625
Kelantan_002_006_001_008.wav	kalu tok silap huda lah dio bukok la gelangge seni tuh untuk ore-ore	4.3945625
Kelantan_002_006_001_010.wav	hoo kade-kade pelacung kea gih	2.9296875
Kelantan_002_006_001_011.wav	hoo gih la tengok situ kalu nok tahu budayo-budayo kelat	4.6175
Kelantan_002_006_001_012.wav	mace-mace jenih ado mok yong ado tapi main tteri huda tok tahu kalu	4.3216875
Kelantan_002_006_001_013.wav	sebak tteri kea main tteri tu	2.73925
Kelantan_002_006_001_014.wav	biasonyo nok ubak ore sakit amra tahu tteri tu gapo	3.832
Kelantan_002_006_001_016.wav	hoooiyo mace mmujo la	2.5935
Kelantan_002_006_001_017.wav	bbena ore tok suko	1.5238125
Kelantan_002_006_001_019.wav	nih iyo maghi kot nih kot pattani lagi iyo alik siye tapi gak dio wok maghi ko klate jadi klate pon ambiklah	8.0006875
Kelantan_002_006_001_020.wav	nih sebak ore dulu kea rama kea ore siye duk alik klate ore selate pun ado nih	4.758125
Kelantan_002_006_001_021.wav	sapa ko arinih kea ado kea hok nikoh bbini nge ore berlaki berlaki	4.689
Kelantan_002_006_001_023.wav	hoo oh amra duk tupat ko	3.136125
Kelantan_002_006_001_025.wav	hoo tuh la ore kato	1.974375
Kelantan_002_006_001_027.wav	ore pon tok tahu munkin jugok ore nih silah kot nuh ko	3.3325
Kelantan_002_006_001_028.wav	ore tok tahu tapi kalu stahu ore la tak dop kot siye	5.2695
Kelantan_002_006_001_030.wav	ore ni kot	1.7766875
Kelantan_002_006_001_031.wav	ah ore duduk tengoh-tengoh doh kea yolo doh amra kot nuh kea	5.3014375
Kelantan_002_006_001_032.wav	tuh la ore kato sebak arituh ore tengok ore main tteri mandi	3.9016875
Kelantan_002_006_001_033.wav	oh lupo la	1.4605625
Kelantan_002_006_001_034.wav	eh main tteri madi pulop doh	3.02525
Kelantan_002_006_001_035.wav	main gapo	1.560375
Kelantan_002_006_001_036.wav	main tteri la tteri mandi pulop doh	3.53475
Kelantan_002_006_001_037.wav	main tteri dok nok oyak ko avera supo mmujo	3.02875
Kelantan_002_006_001_039.wav	dio sebuk mace-mace tujuh go tuh lah go ni lah putteri go tuh lah putera go tuh lah sunggoh	6.2665
Kelantan_002_006_001_040.wav	meme hoo pemujo tapi hok hok ore takuk la takuk jugok tengok sebak	5.8941875
Kelantan_002_006_001_041.wav	gapo hok ore sakik tuh mulo-mulo dio duk terbaring doktok rok nok bangun lah	4.076125
Kelantan_002_006_001_042.wav	baye kea bilo dio seru tuh kea	2.3246875
Kelantan_002_006_001_043.wav	putteri tu bangun buleh jogek	2.0061875
Kelantan_002_006_001_045.wav	hoo	1.518
Kelantan_002_006_001_046.wav	meme ore sero kade-kade dok	2.7288125
Kelantan_002_006_001_047.wav	tahu lah amra tok reti nok oyak tapi kalu go tuh ore tok minak mano lah kalu	5.06975
Kelantan_002_006_001_049.wav	ha mok yong gapo mak yong tu tok erti tengok lagi tapi kalu ade ore kato mok yong tok molek	5.720875
Kelantan_002_006_001_050.wav	hoo kate mace mmujo jugok mok yong	3.5511875
Kelantan_002_006_001_051.wav	tapi tok tahulah sebak rama mok yong ade jah ore dok nari mok yong	5.3420625
Kelantan_002_006_001_053.wav	woyong kulit	2.643125
Kelantan_002_006_001_054.wav	amra rajin gi tengok woyong kulit	2.866
Kelantan_002_006_001_056.wav	hoo sebak amra suluh kot blake dok	3.28
Kelantan_002_006_001_057.wav	suluh blake pahtu gak nati go tuh pun	2.1654375
Kelantan_002_006_001_059.wav	bunyi meme	0.9535
Kelantan_002_006_001_061.wav	ha wok yoh nge tuk dekar deh	3.454
Kelantan_002_006_001_063.wav	hoo sunggoh bbena nyo gapo ore kato budayo gituh oh ore kato situlah hok kayo nyo kito	6.0665625
Kelantan_002_006_001_064.wav	kayo nge budayo	1.68775
Kelantan_002_006_001_066.wav	kalu ore denga dikir barak mano sohih doh ore kato klate	3.7258125
Kelantan_002_006_001_067.wav	sebak gapo sebak mano ado negeri lain	3.7895
Kelantan_002_006_001_068.wav	mace baru nih kea ado tading dikir barak perikat kebasae keamace-mace negeri ado	4.569875
Kelantan_002_006_001_070.wav	hoo meme la	1.9106875
Kelantan_002_006_001_072.wav	ho meme laiyo-iyo keno blaja dulu	3.0550625
Kelantan_002_006_001_073.wav	meme wi dale sungguh nok	1.5184375
Kelantan_002_006_001_074.wav	kalu meme nok betul nok jadi tok joro ko meme nok	3.385625
Kelantan_002_006_001_075.wav	nok jadi gapo tuke karut ko meme hoo kato betul-betul ngaji dulu	4.6570625
Kelantan_002_006_001_076.wav	baru buleh kecek betul-betul dok  baru ore kato pekat kelat molek ha gitu	5.643875
Kelantan_002_006_001_078.wav	eh munkin jugok kalu dio duduk klate lamo	3.694
Kelantan_002_006_001_079.wav	munkin jugok dio duduk klate lamo	1.5853125
Kelantan_002_006_001_081.wav	po siye	1.464875
Kelantan_002_006_001_083.wav	tuh lah ore kato gapo selain  daripado dikir barak nih gapo ore panggil wa main wa wa bule tu la	7.2175625
Kelantan_002_006_001_084.wav	tengok ore klate ado	1.68775
Kelantan_002_006_001_086.wav	hoo nok oyak nyo gano	3.4349375
Kelantan_002_006_001_087.wav	eh buke nyanyi nok oyak	2.4018125
Kelantan_002_006_001_088.wav	oyak	1.6138125
Kelantan_002_006_001_090.wav	hoo nok oyak nyo wa bule nih	2.3565
Kelantan_002_006_001_091.wav	nok oyak nyo kito ni time main main sunggoh	3.1405
Kelantan_002_006_001_092.wav	gasing ado wa ado	3.117125
Kelantan_002_006_001_093.wav	ado musim dio kalu musim lepah abih ore kato lepah abih ore gapo	5.4024375
Kelantan_002_006_001_094.wav	eh cedong gak	2.069875
Kelantan_002_006_001_096.wav	ah abih cedong padi gak padi main wa musim main wa pulok ha	4.5538125
Kelantan_002_006_001_098.wav	eh tapi nih musim boh doh  amra	3.566625
Kelantan_002_006_001_099.wav	nih musim huje boh	1.7835625
Kelantan_002_006_001_101.wav	ado mat salleh kiro ado	3.43925
Kelantan_002_006_001_103.wav	hoo tuh ore kato kalu berselerok luar loni nih gapo wa	5.1795
Kelantan_002_006_001_104.wav	tok nih ore kato hok wa sungguh-sungguh wa ore jame dulu buwak	4.9806875
Kelantan_002_006_001_105.wav	hok betul-betul pilih kayu pilih kayu pulop pilih buloh dok	4.0504375
Kelantan_002_006_001_106.wav	jenih buloh pulop buloh meme	2.4608125
Kelantan_002_006_001_107.wav	betul-betul ado kualiti dio baru buleh buwak wa baru ore kato naik	4.915375
Kelantan_002_006_001_108.wav	ado gapo	1.0928125
Kelantan_002_006_001_109.wav	eh ni gapo doh	1.2030625
Kelantan_002_006_001_111.wav	biso jugo ore buwat wa	3.0570625
Kelantan_002_006_001_113.wav	hoo sebak berak	1.9425
Kelantan_002_006_001_115.wav	dok dok nihgo tuh bbena nyo dio kisik buloh tuh	4.156375
Kelantan_002_006_001_116.wav	kisik buloh wi haluh wi gapo ore kato takdok takdok masaloh di buluh kisik molek hoo	7.569625
Kelantan_002_006_001_118.wav	tuh nok oyak nyo seni-seni hok ore jame jame dulu tuh kea dok	4.0104375
Kelantan_002_006_001_119.wav	tapi ore tengok la loni ado hok jenih budok-budok mudo jame loni hok gilo ko wa jenih sunggoh wak	7.2605625
Kelantan_002_006_001_121.wav	tengok budok loni mano mapu kalu main wa ado jah pade tengoh-tengoh pade ade hok main wa budok-budok	7.5153125
Kelantan_002_006_001_123.wav	hoo biso jugok amra main wa	3.2246875
Kelantan_002_006_001_125.wav	tuh lah bbena dok kalu misale budok-budok jame loni kito keno galok kea dio gapo main dok	6.6535625
Kelantan_002_006_001_127.wav	hoo main bola sebak apo sebak saye kalu sume tinggal warise ore kato	5.696125
Kelantan_002_006_001_128.wav	ni la tak dok la mugo lain seni budayo kito lah ni blako	5.09675
Kelantan_002_006_001_130.wav	gapo dio nok oyak gapo budayo gapo hok ado hoo sayela	4.798125
Kelantan_002_006_001_132.wav	hoo tuh la kito nih ore mudo loni kito keno pakak-pakak dok	4.9359375
Kelantan_002_006_001_133.wav	pakak gapo ore kato tunjuk gapo hok kito ado	3.9241875
Kelantan_002_006_002_002.wav	supo rajin	1.6714375
Kelantan_002_006_002_004.wav	yolo budayo seni budayo kito tuh kea	3.2606875
Kelantan_002_006_002_006.wav	kota bharu tu ko	1.507
Kelantan_002_006_002_008.wav	dio bukok ko ore rama ko	2.13725
Kelantan_002_006_002_010.wav	hoo ore rajin ore rajin	2.1036875
Kelantan_002_006_002_011.wav	dio dio main denga seruna tuh huda kea	3.212
Kelantan_002_006_002_013.wav	hoo tuh lah ore-ore dulu kato tok tahu loni yolo ko dok	3.8925
Kelantan_002_006_002_015.wav	alik siye	1.72625
Kelantan_002_006_002_017.wav	eh ore ore keturune alik siye alik pattani	4.049
Kelantan_002_006_002_019.wav	hoo nenek-nenek nenek moye ore dulu lah	3.5425
Kelantan_002_006_002_020.wav	keturune beloh sano	2.250875
Kelantan_002_006_002_022.wav	dok	0.8768125
Kelantan_002_006_002_023.wav	munkin sebak huda dok jaoh kot mace ore kea sempade nge alik siye	4.824125
Kelantan_002_006_002_025.wav	eh eh tteri mandi kuweh	2.95925
Kelantan_002_006_002_027.wav	tteri main tteri	1.55575
Kelantan_002_006_002_029.wav	eh ore tok rajin tengok lagi huda	2.8749375
Kelantan_002_006_002_031.wav	yolo	1.342625
Kelantan_002_006_002_033.wav	po mmujo lah	1.479625
Kelantan_002_006_002_035.wav	la nok oyak nyo angin tuh kalu ore-ore tuo kapung ore lah dia pangge angin gitu	5.9780625
Kelantan_002_006_002_037.wav	ore tok minak kalu stakak dikir barak tuh ore buleh tengoklah	5.9185
Kelantan_002_006_002_039.wav	yo	1.45225
Kelantan_002_006_002_041.wav	mujo jugolah	1.6988125
Kelantan_002_006_002_043.wav	tapi tok rama doh kot loni mace budok-budok mudo pon kito loni mano ado dok blaja bendo	5.5896875
Kelantan_002_006_002_044.wav	kalu dikir barak tuh ado lagilah dikir barak woyong kulit	4.0770625
Kelantan_002_006_002_045.wav	woyong tteri tu tak doh doh kot ore main	3.025375
Kelantan_002_006_002_047.wav	ore rajin gih ore ingak dulu maso kapung ore	2.9866875
Kelantan_002_006_002_048.wav	hok budok-budok  uum eh um kot dio maghi progre anok ankat dio mace mitok lah nok tengok	7.3790625
Kelantan_002_006_002_049.wav	persembehe woyo kulit pahtu mace ore-ore kapung nih buwak lah pangge ore-ore hok penoh main apo persembehe woyo kulit tuh mace dio taye mula	9.571
Kelantan_002_006_002_050.wav	pase skrin besa tengoh pade	1.79675
Kelantan_002_006_002_051.wav	pakak tengok ore dea lah tengok ore dea ingak lah	3.1784375
Kelantan_002_006_002_053.wav	ha watok gapo	1.9728125
Kelantan_002_006_002_056.wav	gapo wok yoh wok yoh namo dio	1.965
Kelantan_002_006_002_057.wav	ha	1.103875
Kelantan_002_006_002_058.wav	ha	1.3974375
Kelantan_002_006_002_059.wav	tahu ore ingak wok yoh	1.6714375
Kelantan_002_006_002_060.wav	ore ingak adik ore brehi bbena tengok go tuh	2.520875
Kelantan_002_006_002_061.wav	woyo kulit	0.899125
Kelantan_002_006_002_062.wav	dio dio suko denga soro wok yoh dio rajin beli cd ore sero dio nok dio nok tengok	6.072
Kelantan_002_006_002_063.wav	tapi baguh jugolah kiro mace anok klate anok mudo loni kea kiro ado jugo lah hok tok lupo seni-seni ore-ore dulu hok bawok masuk nyo	9.25375
Kelantan_002_006_002_065.wav	mmm	0.8768125
Kelantan_002_006_002_066.wav	ore bulih kena ngeri kito melalui tuh la dikir barak tteri	4.8906875
Kelantan_002_006_002_068.wav	klate	1.2878125
Kelantan_002_006_002_070.wav	tapi tapi tok supo tak supo sero huda	3.6990625
Kelantan_002_006_002_071.wav	tok supo nge sebute so sebute dio tuh tok supo denge ore klate hok	4.4740625
Kelantan_002_006_002_072.wav	klate klate pekak supo kito sumo nih	2.7400625
Kelantan_002_006_002_073.wav	pahtu kemungkine hok masuk dikir barak tuh walaupun dari ngeri lain tapi ore sero asal usul dio ado jugo daroh klate	7.7830625
Kelantan_002_006_002_074.wav	kalau tidok mano lah bulih nok nok karuk kot bahaso klate nok jadi tuke karut bahaso klate tak dok ore sero kecual	7.2811875
Kelantan_002_006_002_076.wav	tuke karuk	1.5618125
Kelantan_002_006_002_078.wav	yolo doh	1.04125
Kelantan_002_006_002_080.wav	tok pon mok dio atau pon ayoh dio ore klate kalu eh kalu mace ore luar sunggoh contoh lah ore selangor mok ayok selangor anok dio ore selangor tok munkin kot bulih kecek klate	10.8656875
Kelantan_002_006_002_081.wav	po kito mesti ade jugok slack-slack	3.2798125
Kelantan_002_006_002_083.wav	hoo hok dok klate lamo tuh lain bezo denga set-set dio kecek klate tok supo kito bunyi siye bunyi pelik joh	10.6725
Kelantan_002_006_002_085.wav	main wa	1.4976875
Kelantan_002_006_002_089.wav	huda nyanyi	1.233
Kelantan_002_006_002_091.wav	dok wa bule deh adik ore panda buwak	2.438625
Kelantan_002_006_002_093.wav	cedong	1.068625
Kelantan_002_006_002_094.wav	ha	1.31525
Kelantan_002_006_002_095.wav	ha cedong cedong padi	1.7400625
Kelantan_002_006_002_097.wav	main wa	1.1793125
Kelantan_002_006_002_099.wav	main wa pulop dio keno tengok ore sero musim loni musim molek main wa huda sebak musim berangin	5.1786875
Kelantan_002_006_002_101.wav	musim tapi kironyo dale bule sekita bule loni lahkiro molek lah main wa	4.837
Kelantan_002_006_002_102.wav	huda ingak dok di pata genting dekak denge umoh ore tu kea	4.31025
Kelantan_002_006_002_103.wav	rajin buwat pertandingan wa	2.0824375
Kelantan_002_006_002_104.wav	buke dale ngeri klate sajo perikat nuh perikat kebangsae antara bangso ore ingat lagi maso ore gih tuh	5.9138125
Kelantan_002_006_002_105.wav	ade ore putih maghi tengok pulo ore main wa	3.39
Kelantan_002_006_002_106.wav	hoo hoo	1.8928125
Kelantan_002_006_002_107.wav	ado mat salleh maghi tengok ore main wa	2.27425
Kelantan_002_006_002_109.wav	wa pulop buke po wa hok duk jual loni hok betuk gapo betuk aye betuk burung dok	6.8106875
Kelantan_002_006_002_110.wav	buwak wa hok ore-ore tu buwak wa bule wak besa	4.3000625
Kelantan_002_006_002_112.wav	mmm	1.0138125
Kelantan_002_006_002_114.wav	comei kea comei kea	2.2973125
Kelantan_002_006_002_117.wav	tahu bunyi gapo ore tok tahu reti istilah	2.6124375
Kelantan_002_006_002_119.wav	mmm	0.8494375
Kelantan_002_006_002_120.wav	tengok ore rajin kat umah ore dulu ade sore pok cik tuh dio jo buwak wa	5.68025
Kelantan_002_006_002_121.wav	cagho dio buwak tu kea haluh molek teliti sunggoh-sunggoh lapah tu jare	5.6569375
Kelantan_002_006_002_122.wav	ah mace setengoh ore kea mace budok-budok belaja buwak wa kea kade kade wak wa tok naik wa	5.6621875
Kelantan_002_006_002_123.wav	pok cik	1.0478125
Kelantan_002_006_002_124.wav	hoo berat pok cik tuh nok oyak nyo waktu kisik buluh tuh panda	3.9445625
Kelantan_002_006_002_126.wav	comei pahtu naik tuh toksoh kiro doh comei panda reko	4.268875
Kelantan_002_006_002_127.wav	hiase-hiase tempek luar	2.7471875
Kelantan_002_006_002_129.wav	tuh lah jadi wa naik molek tuh	2.2468125
Kelantan_002_006_002_131.wav	ore jenih minak jenih minak	2.438625
Kelantan_002_006_002_133.wav	yolo iyo ore ingak ore dulu dea ikut adik ore gih main  wa pade depe ngumoh ore tuh	6.2273125
Kelantan_002_006_002_134.wav	dio buwak  ha	1.626875
Kelantan_002_006_002_135.wav	tapi jo pege tali jah la nok buwak wa tuh tok reti	3.6774375
Kelantan_002_006_002_137.wav	dea la jugok ingak main tapi gak loni mugo ado menne lain kea menne hok moden lagi malahlah adik ore tok cagho mano lah wak wa tu	8.5405625
Kelantan_002_006_002_139.wav	main mmula maine-maine ore tuo dulu	2.9678125
Kelantan_002_006_002_141.wav	jolo doh kito keno sipe kito keno jago molek deh	3.63825
Kelantan_002_006_002_143.wav	saye kalu hile ore tok kena lah sikit lagi klate tak dok lah nok oyak	4.57725
Kelantan_002_006_002_145.wav	kalu kito tok jago saye molek	2.8496875
Kelantan_002_006_002_147.wav	mmm	1.5344375
Kelantan_002_006_002_149.wav	yolo doh tok leh buwak banyok buwak sikit sore tak po doh	3.1510625
Kelantan_002_006_002_151.wav	seni kito keno jago	2.7674375
Kelantan_003_001_001_002.wav	nurul	1.9559375
Kelantan_003_001_001_003.wav	loni musim hujan kelate deh	3.8195625
Kelantan_003_001_001_004.wav	iyo eh tok tahu ko lah tok tengok brito ko	3.834375
Kelantan_003_001_001_005.wav	oloh siye takdok tv kat deso	5.687375
Kelantan_003_001_001_007.wav	oh sekadar di pinggir	2.316625
Kelantan_003_001_001_009.wav	oh amir ado cumo kito jah tok kelih tv tuh ado	4.490125
Kelantan_003_001_001_011.wav	mmm mugo kito tengok dale internet gitu jah berito berito kato banjir	4.8784375
Kelantan_003_001_001_012.wav	banjir kuat jugok banjir tuh kuantan banjir teganu banjir kelate banjir	5.0285625
Kelantan_003_001_001_013.wav	rumoh naik air rumoh	1.8183125
Kelantan_003_001_001_015.wav	yo air mano air air dale gelas ko air dale koloh ko gano	4.8065
Kelantan_003_001_001_017.wav	oh gitu ingat ko ado setengoh ore kato naik air rumoh air rumoh kawe ado sokmo air dale gelas ca molek	8.1689375
Kelantan_003_001_001_019.wav	iyo oh	1.84975
Kelantan_003_001_001_020.wav	pasir puteh kito buke kato rano	3.493125
Kelantan_003_001_001_021.wav	rumoh kito tuh dop oh jare naik air	4.915375
Kelantan_003_001_001_022.wav	oh tapi tok tahulah takut oh loni sebab fenomena apo doh el nino el nina	6.3538125
Kelantan_003_001_001_024.wav	ah gapo namo deh mugo mugo	3.534
Kelantan_003_001_001_026.wav	eh ore pasir apo nih	3.6318125
Kelantan_003_001_001_028.wav	ore ah	3.948875
Kelantan_003_001_001_029.wav	wakaf che yeh panggil gapo dio namo deh	3.8791875
Kelantan_003_001_001_030.wav	ko gapo gapo kalu ore machang panggil namo	5.2303125
Kelantan_003_001_001_032.wav	mmm dok dulu maso ingat maso tahun duo ribu duo ribu duo gitu	6.7120625
Kelantan_003_001_001_033.wav	ah banjir besar kae duo ribu duo tok keno tok banjir rumoh	4.9465625
Kelantan_003_001_001_034.wav	ingat dok maso kecik kecik dulu	2.8415
Kelantan_003_001_001_036.wav	oh naik perahu deh	2.0621875
Kelantan_003_001_001_037.wav	oh ado perahu rumoh	2.1890625
Kelantan_003_001_001_039.wav	oh ccedey doh lah ccedey  doh	3.528
Kelantan_003_001_001_041.wav	ngoti eh	2.0305
Kelantan_003_001_001_042.wav	bayaran brapo riya so palo	2.7601875
Kelantan_003_001_001_044.wav	oh gitu pulok oh ado perahu gapo nah	5.3885
Kelantan_003_001_001_046.wav	mmm yolo doh kito rumoh kito dop	3.5075625
Kelantan_003_001_001_048.wav	dulu maso banjir besar dulu pun air naik sekat atas pado buku lali sikit jah	4.684625
